"date_utc","block_ref","policy_a_case","policy_a_constant_ev_wei","policy_a_exact_ev_wei","policy_a_ev_gain_susd","policy_a_constant_gas","policy_a_exact_gas","policy_a_extra_gas_susd","policy_a_hurdle_susd","policy_a_hurdle_met","policy_a_trigger_now","policy_b_case_count","policy_b_median_ev_gain_susd","policy_b_p10_ev_gain_susd","policy_b_median_extra_gas_susd","policy_b_hurdle_susd","policy_b_hurdle_met","policy_b_negative_tail_breach","fallback_total","fallback_rate_pct","fallback_dominant_reason","fallback_dominant_share_pct","fallback_reliability_met","fallback_dominance_met","policy_b_enable_now","gas_price_gwei","eth_usd"
"2026-03-03","136002137","testBenchmarkABMultiTickSyntheticNinetyEightOutcomeConstantLVsExact","319743852785843393829282","320463674792566460803522","719.822006723066974240","3617638","38777197","105.478677000000000000","316.436031000000000000","true","true","3","0.086815181476786574","0.015610289881018036","2.733302999999999816","13.666514999999999080","false","false","0","0","","0","true","true","false","1.0","3000.0"
